67,цэцэг,（名）花,d8fd1c1054ef427f4ddd36cfda349914.mp3,4
68,чи,（代）你,1e6086b705c7161eeb93a8b249a5ca7c.mp3,4
69,шал(н),（名）地板,1957c5ffc4969136f2159cd465425600.mp3,4
70,шалгалт,（名）考试，考验,23e126ec83c63b49fa83f161d345d7de.mp3,4
71,шар,（形）黄色的,8a7b25e0a54a3b5871b8104ab11396a3.mp3,4
72,шатар,（名）棋,9c75430f0aece3fdb20bb4c0d3725fe6.mp3,4
73,шөл(н),（名）汤,81295d2e1c84de687f5d9a8fb3ada0c3.mp3,4
74,эгч,（名）姐姐,6e5f44e31d8ce6ed207a1e28e20c9eff.mp3,4
75,энэ,（名）这个,2e929b889076e1fc84390fedefdaa7dd.mp3,4
76,багш,（名）老师,989fbf863dda24fe308a2581e7d5f674.mp3,5
77,би,（代）我,99d4fb3db1563c87da2cdfc0158b37c3.mp3,5
78,бид(н),（代）我们,12879fe24168807c1ef38cd5e580ee3a.mp3,5
79,дэвтэр,（名）练习本,15c9d2670e1195d735141d86a8828b0a.mp3,5
80,ертөнц,（名）世界，宇宙,aafcf0de368db592401b388b6ab21854.mp3,5
81,ес(н),（数）九,,5
82,ёс(н),（名）规律,fd58de9a9e5906e3ea4682bf1a2da8aa.mp3,5
83,өндөр,（形）高,f3e7327224b4fa45c55d4d1375032101.mp3,5
84,самбар,（名）黑板,970f976af8920ae1846c405e74859b03.mp3,5
85,сандал,（名）椅子,67071e9d65938645e70c38a7c5fa33de.mp3,5
86,сурах,（动）学习,6780b642ee43524ce93f959dcfd4f45f.mp3,5
87,бичиг,（名）文档，文稿,89e260002919a46026e7238ef02a55cd.mp3,5
88,сурах бичиг,（词组）教科书,,5
89,фабрик,（名）工厂,591a8eb77241bdaa3fd7be3b77fe90cd.mp3,5
90,хана(н),（名）墙,ec4621d6bc5a493335f599f8de71e95b.mp3,5
91,Хятад,（名）中国,,5
92,цонх(н),（名）窗户,0cf2422f935fb914813f388c25ac5d43.mp3,5
93,юм,（名）东西,1de0b4f0d139f781b3b4de87edb4de70.mp3,5
94,юу(н),（代）什么,ac065740bfb1a2339fecfec667c33de6.mp3,5
95,ямар,（代）什么样的,89397032aa6d3e561c259fc12b4b7232.mp3,5
96,айл,（名）住户,7604e191d74aac3ffc65c7ae68c74e71.mp3,6
97,аль(н),（代）哪一个,b707907b9966ab1241bbeefddd143662.mp3,6
98,амрах,（动）休息,d49e2cdeb02f28268e9734d62ed0ba2a.mp3,6
99,арьс(н),（名）皮肤；革,5de9bb4a5ebf77d53603d22522754a74.mp3,6
100,байна,（动）有,,6
101,байшин,（名）楼房,dc7c137227cdab208984f2d4b06ae17c.mp3,6
102,бидний,（代）我们的,d1d214306bf428c4d18e0c79e4f5091c.mp3,6
103,гахай,（名）猪,3834f351ba132da9a53cfe37f9564f09.mp3,6
104,завь,（名）小船,b5df2515714787ef3cf8521529d42f77.mp3,6
105,манай,（名）我们的,ad4c70f240f36d1d08ede13c24873ce5.mp3,6
106,миний,（代）我的,bef2eba5d2568ab9906147ad151d0e60.mp3,6
107,могой,（名）蛇,19c58228e23897b05de23539e63abb5d.mp3,6
108,морь(н),（名）马,59f1d694010e11f75d185e6ce1da6b8d.mp3,6
109,нохой,（名）狗,1f585d4ebb38aee62baaa2553ed1feca.mp3,6
110,оймс,（名）袜子,6f93ae310ba49a3c98ec7dbc442ef9c8.mp3,6
111,онц,（副）特别的，优,84aa00ab5bb81a348920207d0ba64d06.mp3,6
112,сайн,（形）好,0ecb63b99c13279df93a713ff745b960.mp3,6
113,сайхан,（形）好；漂亮的,94a03663f41addc9df836c1075f4ef66.mp3,6
114,сонин,（名·形）消息，趣闻，有趣的,8af898f2ebf2acbcacc65ba8a732ad91.mp3,6
115,та нар,（代）你们,,6
116,та нарын,（代）你们的,,6
117,танай,（代）你们的,a60e903795fe57b5db7c35f2762b9ce0.mp3,6
118,таны,（代）您的,2aeacb288b5a653a16a10853143b01da.mp3,6
119,толь,（名）词典；镜子,180f06e37ca498103d9828e4aa06ede8.mp3,6
120,түүний,（代）他的,ab633a27b620a6ce0a03d8734e42b794.mp3,6
121,тэдний,（代）他们的,36830bf81487e13ba6141a5806339969.mp3,6
122,уу,（语）吗,6277e2a7446059985dc9bcf0a4ac1a8f.mp3,6
123,хайч,（名）剪刀,5fbb85c89d36d7697aa3e9ac1f74e7d9.mp3,6
124,хань,（名）朋友,b75ae85544e9b7b4feb0a2ffa423813d.mp3,6
125,хонь(н),（名）绵羊,0667e340ec652170646f1e16479c064f.mp3,6
126,цай(н),（名）茶,788dd84d456d2a863737c6be672919f2.mp3,6
127,чиний,（代）你的,cbd74555625ac4401736468d6b068446.mp3,6
128,юмгүй,没有东西,c73084d8cf6eafd1c3d44e4d2987067b.mp3,6
129,Баатар,巴特尔,2f5f2651ef1deb777f58719f687555bf.mp3,7
130,бал,（名）圆珠笔,ff9c63f843b11f9c3666fe46caaddea8.mp3,7
131,баллуур,（名）橡皮,2274d423a30ccc6e9dc2fe07bcaf1c1d.mp3,7
132,баярлалаа,（动）感谢,fe70bb84dadf83d8c6fa05a987659bcc.mp3,7
133,баяртай,（形）再见,faf5de3cae37bc3e0e7dfb57a028b9b2.mp3,7
134,бийр,（名）毛笔,9ab592fcb9d2392abd7e549d1096252a.mp3,7
135,бэ,（语）呢,,7
136,зөөлөн,（形）软,f552d10e82bee3ca647e13534403e6b7.mp3,7
137,зузаан,（形）厚,44937a18bd73b61f45f6cd868ef25ad9.mp3,7
138,зүгээр,（副）没关系,202571ee97a46aff47f161bbdf201304.mp3,7
139,маргааш,（名）明天,a6cf6af73e39bfc490f5f74aa5c31806.mp3,7
140,нарийн,（形）窄,f1b13e7ce15256a2b5898109a524638c.mp3,7
141,нимгэн,（形）薄,522cd5927f783fc77600fd772a4c812f.mp3,7
142,нөгөөдөр,（名）后天,51ceb36085e1dac4343244d192b4f41f.mp3,7
143,нэр,（名）姓名,da1a38f3a450132623ef0a9c2d06b986.mp3,7
144,өнөөдөр,（名）今天,d57d7025c77e824c9af04ec3663d856c.mp3,7
145,өргөн,（形）宽,f8877b56b39523cf2e134ca22ad4f499.mp3,7
146,танд,（代）对您（та的给在格）,,7
147,түргэн,（形）快,2b167e0e90ccd4c7e6def85871bdc76d.mp3,7
148,тэмээ(н),（名）骆驼,2ba1d740671bd03ca620046c5b93128f.mp3,7
149,удаан,（形）慢,ed17116488dc48e88e31563a0385eb81.mp3,7
150,уржигдар,（名）前天,2e3a5313ba5a3cc45e47918ee8d9b5e3.mp3,7
151,уул(н),（名）山,0bf6a1018b9e49f894d3488213eb7060.mp3,7
152,үүл(н),（名）云,c67d19743b5b8d6fcfa0f5fccd49859f.mp3,7
153,үхэр,（名）牛,efcae486196fbce3c3ef845a2eee1fa6.mp3,7
154,харандаа(н),（名）铅笔,3ad9ca61520d3d1a29050e5f1e2d48ef.mp3,7
155,хатуу,（形）硬,3c531a100b28f61cf5be5fb880339e81.mp3,7
156,хуучин,（形）旧，旧的,128f51e0782ac37a6fb136bb7b1ead88.mp3,7
157,цаас(н),（名）纸,f2ac416fdb6fe4897a19ec9cec002b89.mp3,7
158,шинэ,（形）新,67c2c13e9cc0c312973c90245537fd04.mp3,7
159,шугам,（名）尺子,9b3ae3088fda561ec27757f2f8713b62.mp3,7
160,ямаа(н),（名）山羊,52128c5dfbd523c851c7fbf70dcf9afd.mp3,7
161,арав(н),（数）十,da707030398f31cba526be8279c81dc9.mp3,8
162,гурав(н),（数）三,923f28737e2fe5e4a57af84cfa3392a2.mp3,8
163,гуч(н),（数）三十,2944a6e7d00416e51188f06ca12031ac.mp3,8
164,гэрлэх,（动）成家，结婚,c1072ccf5d49d0ad1ecff4eb4bcd5a69.mp3,8
165,дал(н),（数）七十,0d2e00d2c8b42eefcd3b0b97be31dcaa.mp3,8
166,долоо(н),（数）七,5ef10f6f6b0cef4d1c1b38b27b80247d.mp3,8
167,дөрөв(н),（数）四,9dbfc457cdc34af939da63e045289101.mp3,8
168,ер(н),（数）九十,,8
169,жар(н),（数）六十,68995fcbf432492d15484d04a9d2ac40.mp3,8
170,зургаа(н),（数）六,ce5e81b123d7475124e7c17ed4a968c5.mp3,8
171,зуу(н),（数）百,28e1105612cbddf7becb1a56863b8e66.mp3,8
172,мянга(н),（数）千,e00a6e2b58eefb3c2c7bb37467061cc1.mp3,8
173,найм(н),（数）八,14b127da3d8bfaa63ee2db765f4ac377.mp3,8
174,ная(н),（数）八十,a8ab8ba26a41ea5a37bb6e232deda61a.mp3,8
175,нэг(н),（数）一,f24c2c15b9d03797c6874986a8d19516.mp3,8
176,орой,（名）晚上,14fd53a1110ac6666cf6ae15cf10403f.mp3,8
177,өглөө(н),（名）早,5e126b1205172fe219e381d354ca4c55.mp3,8
178,өдөр,（名）白天，日,075f70a9ad3190a8f091b2b834da34d0.mp3,8
179,тав(н),（数）五,670615d7175935a9b7ddd3c7c22cabfb.mp3,8
180,тавь(н),（数）五十,62911bf278858defdce165ec8e71f081.mp3,8
181,үдээс өмнө,（词组）上午,,8
182,үдээс хойш,（词组）下午,,8
183,хоёр,（数）二,4c7ce35c9bbffb72bfc926eb3aa73df8.mp3,8
184,хорь(н),（数）二十,4b4c25798e1ab81947f6efe02e6db934.mp3,8
185,шөнө,（名）夜,0d5f52388f16ddda49c9c059f519eb65.mp3,8
186,аав,（名）爸爸,370af5302c6a2e643cf2d172adcc9e38.mp3,9
187,аяга(н),（名）碗,128532ed252788e851d99dacdbc69c24.mp3,9
188,бага,（形）小的,b397f07f41ea7729adbd0f834aadd4e7.mp3,9
189,дасгал,（名）练习,00d4be56d0b41405b9c8510705f375bf.mp3,9
190,дүү,（名）弟弟,a595827e9d015ac0dc7467d12aa15cc1.mp3,9
191,жолооч,（名）司机,23026c5f12cfb7554b315ed2d6a5c22b.mp3,9
192,кино(н),（名）电影,c76cebcfed03de88d955cc917fc644e2.mp3,9
193,монгол,（名）蒙古,554a19bedb69dbafe858b3a6acdbcf46.mp3,9
194,орчуулагч,（名）翻译,5ce9f2bc7286136f67e9c2f2376eddee.mp3,9
195,өвөө,（名）爷爷,8953115f030d17c9e21bf747b048751e.mp3,9
196,савх(н),（名）筷子,895c927b2d821152231e4b16f8a76bda.mp3,9
197,сэрээ,（名）叉子,5ee0d4a374a00c21261e2dafbccadafd.mp3,9
198,таваг,（名）盘子,82085f6561120d1ae19b8ea3f7720de8.mp3,9
199,тогооч,（名）厨师,327a847e3d87034bbf431c4099c5977d.mp3,9
200,үнэн,（名）真理,5e5a195a6787bd833fad55b95e6b88c7.mp3,9
201,халбага,（名）勺子,8cfaed9d9edf4c9d6b4d603b72f356ff.mp3,9
202,хутга(н),（名）刀子,e50eab9ff640862dc00752a2796c0eff.mp3,9
203,чоно,（名）狼,7723cafffc8e22d1a4eedcefa1820c40.mp3,9
204,эмээ,（名）奶奶,f3f73dac4db0911d7736f7af66c2f8cb.mp3,9
205,ээж,（名）妈妈,8cdb31dcb428609cb5b7185ca6e9722e.mp3,9
206,бохир,（形）肮脏的,c71b182c50d19554ee1808ca8fa085e2.mp3,10
207,бүрхэг,（形）阴霾,e583241226f34f1f4f5d2b2ad8045102.mp3,10
208,гуанз(хоолны газар),（名）食堂（饭馆）,,10
209,номын сан,（词组）图书馆,,10
210,байр,（名）房屋，处所,bda6185c15be83c6eab2abf4976350fc.mp3,10
211,оюутны байр,（词组）学生宿舍,,10
212,уншлагын танхим,（词组）阅览室,,10
213,халуун,（形）热,40a2eddb6e64fd2c6e67b8fab1600150.mp3,10
214,анги,（名）班级,a468b64fb1df377c732520d97aaa1ad9.mp3,10
215,хичээлийн анги,（词组）教室,,10
216,хичээлийн байр,（词组）教学楼,,10
217,хоол(н),（名）饭,9106527da2415f8ce6203a262a611e86.mp3,10
218,хүйтэн,（形）冷，冷的,40ab52abc320cf0f98e56eb8a2f136fd.mp3,10
219,цэвэр,（形）干净的,ac44f8917ed80eb243a70ce4dcf532c7.mp3,10
220,цэлмэг,（形）晴朗的,c768b91913be7a6559166e3a3d4acc8d.mp3,10
221,ажилчин,（名）工人,afee655b47bc752a5fdda8200b7b9331.mp3,11
222,алга,（副）没有,e6f47b8acce0ca7627e3018b3efad838.mp3,11
223,боов(н),（名）点心,b641b6c51533d8ec7af7fc2470d9a682.mp3,11
224,бүсгүй,（名）妇女,3ba09abbfe01a297c86ab8b3466e0c2f.mp3,11
225,гуай,（名）先生,7ff45860ff8d46e35a5b5dde3ca2a2ac.mp3,11
226,жимс(н),（名）水果,9076583bce34c2436def1c72e0fcdef9.mp3,11
227,захирал,（名）校长,68c0ef6c263e4a163cb8eb04a3cd3048.mp3,11
228,зураач,（名）画家，画师,2ec752c2b274f8983ac95704d457d7ba.mp3,11
229,зурагчин,（名）摄影师,a585bc4752b5e14a304d8efbefc78bcd.mp3,11
230,машин,（名）汽车,c45ae4ff979a05ef5349c40c5e76846d.mp3,11
231,мөн,（副）是的,5c06439cb1d0bbc8df5f28ba5ea3c50f.mp3,11
232,найз,（名）朋友,74ece747c96b1d715698d89a569c9e7d.mp3,11
233,орос,（名）俄罗斯,8bf6d9334fb55ce18d82e677822a8d8a.mp3,11
234,оюутан,（名）大学生,fafb78a8c98050cbc91e40ef5c4adbea.mp3,11
235,саруул,（形）明亮的,c2cbaa8f576de16eb8d66cf635ca6c5d.mp3,11
236,солонгос,（名）朝鲜,380a1e4eb5961c7b5b3d56e416cf5bc4.mp3,11
237,сургууль,（名）学校,9b2395f7f9a2f29f97c5897800824f9a.mp3,11
238,талхчин,（名）面包师,396f08ddab0027301c4ca8f770e9e9ef.mp3,11
239,хаалга(н),（名）门,0ac75a0cf416ba268bb44b29710d240f.mp3,11
240,ширээ(н),（名）桌子,a5da77f59ae663152fac95fa8a7e86d4.mp3,11
241,шохой,（名）粉笔,c2115d1996d2695609c44351ef946521.mp3,11
242,япон,（名）日本,4c694838c4bfde74d29218a7df301b0f.mp3,11
243,айраг,（名）马奶酒,cdd565a77d44bc67909fac79b67bfb46.mp3,12
244,амархан,（形）简单的,91987628953cb031e5ca2ea50285edaf.mp3,12
245,англи хэл,（名）英语,,12
246,анхааралтай,（形）注意的,5ede9fc369c3714378f2ea8dbba6d422.mp3,12
247,бичих,（动）写,561b027bc5cbb300cc1f5a8c2486cd97.mp3,12
248,гайгүй,（副）还可以,6bd9cea0159373119fd45101f5287d78.mp3,12
249,дагах,（动）跟随,dfca946b7d8aab674842eccaf1a67043.mp3,12
250,дуу(н),（名）歌,946f1890dda2e1e3e807e0d12aaa1da1.mp3,12
251,дуулах,（动）唱歌，听，听说,eeee017c2f29b952fc9255fd9b1f1bbf.mp3,12
252,заах,（动）教,bef3a1380df9a8195989c2588153d119.mp3,12
253,засах,（动）修理,cd85c409bd150eefbbd9d34cd897738f.mp3,12
254,захидал,（名）信,a48fb9a2761336ad619a33b5ab2efcef.mp3,12
255,зураг,（名）画，照片,e01581c56e76994851d76271d513be8d.mp3,12
256,зурах,（动）画,5b184bc402615f331919574a4b8b9529.mp3,12
257,идэх,（动）吃,44154a33db8a6f4aee94a7f9ba711663.mp3,12
258,ирэх,（动）来,0ca267c0610f4db7ed13a149b7f4a033.mp3,12
259,маллах,（动）放牧,fdfd96c9ba368be8dbdbdaf66c00fcef.mp3,12
260,нилээд,（副）相当，颇,,12
261,радио,（名）广播,a398fb77df76e6153df57cd65fd0a7c5.mp3,12
262,тайлбарлах,（动）解释,5582cd2eac5cc5df47c0ca1bef9f52d2.mp3,12
263,угаах,（动）洗,33361144c9d1205dec8af0ff42c7a269.mp3,12
264,унших,（动）读,ceef690691d769e4dfed3584a7f4c0fc.mp3,12
265,уух,（动）喝,9a2bee1afac7a8ad141b7f0e4a26ce3f.mp3,12
266,үзэх,（动）看，学习,4e371e3487696ce36d33f2461ad406b2.mp3,12
267,чийдэн(г),（名）电灯,b63e03ba847d497bc8471d5b4ed40ba8.mp3,12
268,шар айраг,（名）啤酒,,12
269,эмэгтэй,（形·名）女的；女人,356fac67dc339937a15e9bb611a4c8c4.mp3,12
270,эрэгтэй,（形·名）男的；男人,9ac679af53b7a83babdd322aed068869.mp3,12
271,янз бүрийн,（词组）各种各样的,,12
272,буйдан,（名）沙发凳,fbe9cb4f12fed456d513a3a1bd06f2fd.mp3,13
273,газрын зураг,（名）地图,,13
274,гоё,（形）漂亮的,b5ab07b12068f645d7cb982444ef1f3b.mp3,13
275,гэвч,（连）然而,a5b89b975c92b79298f24eab719ff375.mp3,13
276,давхар,（名）层,0b15c6483818e137383af2661f0ead18.mp3,13
277,дуртай,（形）喜爱的，喜好的,85b855d9b610e68bf38800331979bf2f.mp3,13
278,дэлгүүр,（名）商店,c6640549d4b1062403290ca44a069f14.mp3,13
279,дэргэд,（后）在旁，在附近,683a17eacd02d39beaaa9d758e7905ba.mp3,13
280,жүүс(н),（名）果汁,,13
281,залгуур,（名）插座,cf7c56ec421871d77ce4dedcf128db78.mp3,13
282,зүүн,（名）东面，左边,9fab70ce87c4f3ca26d21ad140392379.mp3,13
283,компьютер,（名）计算机,7d79edcfad819c923afb42e2e8379c77.mp3,13
284,кофе,（名）咖啡,6ddf88e0ebda86976188aced225066af.mp3,13
285,курс,（名）年级,1f53cd4a51064068c05cfc6c2d494312.mp3,13
286,малчин,（名）牧民,258d7e4ad9a259bf468bb56f06edcac6.mp3,13
287,нэгдүгээр,（数）第一,87fd65a0020466ccaf03fc85ff2a0d22.mp3,13
288,ор(н),（名）床,e81c4e4f2b7b93b481e13a8553c2ae1b.mp3,13
289,өвс(н),（名）草,ee33f142ce7f04b1c7ca3f003adfc6a0.mp3,13
290,өлгүүр,（名）挂钩；悬垂物,52d951634032d320aa84147cf019c81f.mp3,13
291,өмсөх,（动）穿,d0d4da3f56a30739a2fb8093bd965c3c.mp3,13
292,өнгө(н),（名）颜色,1535bdae58701065ad17784f54a24adc.mp3,13
293,проектор,（名）投影仪,,13
294,самбарын алчуур,（词组）黑板擦,,13
295,суух,（动）坐；居住,8123f1fed7716e7df1672378763de687.mp3,13
296,сэтгүүл,（名）杂志,c83d3b3dd56a739ef4cc4e2951b34072.mp3,13
297,тавдугаар,（数）第五,0d151ac4f56c46cf3b2ca8ad3ede4466.mp3,13
298,тавиур,（名）架子,86aff613099c85359e82429e209d6830.mp3,13
299,толь бичиг,（名）辞典,,13
300,тохилог,（形）整洁的，舒适的,2e0b3bf023a85059af52ee2071592db2.mp3,13
301,үзэгийн сав(н),（词组）文具盒，文具袋,,13
302,хавтас(н),（名）文件夹,ffba14475520f7968f6bb3cdd909bb58.mp3,13
303,хашаа(н),（名）围栏，院子,10aefe82ef500c67d151705355abe526.mp3,13
304,хэрэгтэй,（形）需要，必须,a3494a014290ac4cf23ca5f948694f13.mp3,13
305,цагаан,（形）白色的,f80752079a4b2412436c88134939c04d.mp3,13
306,шүүгээ(н),（名）柜子,ce24b4dfb4bbdfcafca817b5e422765e.mp3,13
307,амралт,（名）休息,6856366bd01786a085f1efe6667ad716.mp3,14
308,ариун цэврийн цаас,（词组）卫生纸,,14
309,банк(н),（名）银行,bd5af1f610a12434c9128e4a399cef8a.mp3,14
310,билет,（名）票,,14
311,бөмбөг(н),（名）球,3c935f3d6ef6ca09bb2d8a6a21f68473.mp3,14
312,гэрийн ажил,（词组）家务,,14
313,гэрийн даалгавар,（词组）家庭作业,,14
314,дарга,（名）长，首长，长官,38324307209d4714164dbb6528e3ef2c.mp3,14
315,дотор,（后）内部,41756e80572a9ae2732db2690746869a.mp3,14
316,дөрвүүл,（数）四个人,1c66e71f2d5fe7cb16f3d5dfb20552bb.mp3,14
317,жааз,（名）框,b82a8a24d1f67898a5a81c0bc4b74abe.mp3,14
318,зайрмаг,（名）冰淇淋,f00dd896bef4ca42e2482afdc9f81e3e.mp3,14
319,зочид буудал,（名）宾馆,,14
320,зурагт,（名）电视,4211e09b9c0de92422ac0f9c9fb60bec.mp3,14
321,зэрэг,（后）等等,527dd82f08b0b755bea5597bceefa942.mp3,14
322,интернет кафе,（词组）网吧,,14
323,нийтийн,（形）公共的,7d321a589b2321add77c41d4c481ed75.mp3,14
324,орших,（动）位于,c101146d43d735e1fe316543d9646cff.mp3,14
325,өгөх,（动）给,39bd73c22e60171b66bbe02a98cad6f1.mp3,14
326,өнөө орой,（词组）今晚,,14
327,өрөө(н),（名）房间,31ec3aaae81d74808892ed767b61b9af.mp3,14
328,саван(г),（名）肥皂,3c5f7a68df101dee9a44ccf9eceef3ed.mp3,14
329,тавтай,（形）舒适的,a7ac509db1dcd32d5f351c7e7cb69d78.mp3,14
330,тагт,（名）阳台,1c6bbe8c42f9ba9d584a6a6c0f67be07.mp3,14
331,тоглох,（动）玩,b001ee8b5f2b3829cd2dda1f19b7cbf7.mp3,14
332,туслах,（动）帮助,65a4fb37c456072e0671620c5234a473.mp3,14
333,угаалгын машин,（名）洗衣机,,14
334,удахгүй,（副）不久,2073713e08bf46034820588521060b6f.mp3,14
335,унд,（名）饮料,5ff2363014e7ff18f687f29900146aab.mp3,14
336,үнэ төлбөргүй,（词组）免费的,,14
337,хажуу,（后）旁边,fcc331968f49fb1d87c4c1093a31cfa3.mp3,14
338,хамт,（副）一起，共同,ff2c0427002393e4ee021c3687f38078.mp3,14
339,харин,（连）然而，而,494e9de95640fbe78b67677067145ff4.mp3,14
340,харих,（动）回，回去,179978720c00427cbf410a714b9fe6b7.mp3,14
341,хичээлийн хэрэгсэл,（词组）文具,,14
342,хөшиг(н),（名）窗帘,8214c774167f75f7a6dbae9d2a43d286.mp3,14
343,цүнх(н),（名）提包，袋子,563d7ba0da87e05043ff86eb79ce1bd0.mp3,14
344,шуудан(г),（名）邮局,44a92a47d7a8a938afc65d29b956854c.mp3,14
345,шүд,（名）牙,e7d640e51277835e7dd8a1996838fa8f.mp3,14
346,шүдийн сойз,（词组）牙刷,,14
347,яриа(н),（名）讲话，会话,91c35b6b1ac5bef0f8d78f42d7ea8fd9.mp3,14
348,удирдах,（动）管理,a85ab8ddaf34a0766a0be14986a59317.mp3,15
349,ангийн удирдах багш,（词组）班主任,,15
350,Баасан(тав дахь өдөр),（名）星期五,,15
351,Бямба(хагас сайн өдөр / зургаа дахь өдөр),（名）星期六,,15
352,гариг,（名）行星，星期,,15
353,гутал,（名）靴子,1a7dc05f6c0221b1f7d77e123d61771b.mp3,15
354,Даваа(нэг дэх өдөр),（名）星期一,,15
